"year_list","n_list","exit_rate"
"2014-15",145174,NA
"2015-16",145404,0.064488131483599
"2016-17",146892,0.0555693103353415
"2017-18",147195,0.0528483511695668
"2018-19",149219,0.0489282924012365
"2019-20",150538,0.0512200188983977
"2020-21",150742,0.0498146647358142
