,Jurisdiction,Date,Cumulative Case Rate,Percent
6851,Northampton,2020-09-12,1382.3,2.9009139463384432
43257,Bedford,2020-09-12,446.9,0.9378705365106347
32235,Northumberland,2020-09-12,886.1,1.8595817462565976
47053,Indiana,2020-09-12,641.1,1.3454213491988543
33454,Lehigh,2020-09-12,1458.1,3.0599888773465125
12341,Dauphin,2020-09-12,1283.2,2.69294131226325
23686,Tioga,2020-09-12,125.6,0.2635859015120513
6374,Cameron,2020-09-12,179.9,0.3775406344109716
33498,Crawford,2020-09-12,300.1,0.6297940210490971
41236,Armstrong,2020-09-12,588.6,1.235244121257909
28058,Beaver,2020-09-12,1078.5,2.263355053986842
8229,Lebanon,2020-09-12,1292.7,2.7128781439858973
33012,McKean,2020-09-12,110.8,0.2325264163020325
8796,Forest,2020-09-12,193.2,0.40545219882267763
41313,Adams,2020-09-12,715.5,1.5015582207951648
46999,Blair,2020-09-12,433.4,0.9095392493258203
24241,Lackawanna,2020-09-12,1097.9,2.304068162978353
41824,Clinton,2020-09-12,450.4,0.9452156850400311
48100,Jefferson,2020-09-12,232.6,0.4881375851250249
46738,Bradford,2020-09-12,179.0,0.3756518819319839
16378,Westmoreland,2020-09-12,575.5,1.2077522796193114
40584,Venango,2020-09-12,152.0,0.31898930756235505
29447,Pike,2020-09-12,980.1,2.0568514496175276
8392,Carbon,2020-09-12,680.9,1.4289461810474182
40890,Huntingdon,2020-09-12,870.5,1.8268433699541453
42197,Susquehanna,2020-09-12,706.7,1.4830904187783969
46222,Juniata,2020-09-12,678.4,1.4236996463835636
9218,Lancaster,2020-09-12,1338.0,2.8079453520949413
41131,Elk,2020-09-12,220.7,0.46316408012507737
46848,Greene,2020-09-12,438.8,0.920871764199746
16759,Erie,2020-09-12,533.1,1.1187710517203386
17017,Luzerne,2020-09-12,1241.0,2.6043798071373856
16825,Allegheny,2020-09-12,924.4,1.9399586573068488
42040,Susquehanna,2020-09-13,709.2,1.4796794445151504
10919,Bucks,2020-09-13,1297.4,2.7069037102565656
42655,Wyoming,2020-09-13,272.4,0.5683371132063267
46852,Snyder,2020-09-13,522.6,1.0903560035301996
14603,Clarion,2020-09-13,299.2,0.6242528056950549
20035,Montgomery,2020-09-13,1395.0,2.910536978424471
41961,Wayne,2020-09-13,397.2,0.8287206364374192
42020,Clearfield,2020-09-13,359.6,0.7502717544383081
42077,Huntingdon,2020-09-13,870.5,1.8162168026655927
42807,Crawford,2020-09-13,303.7,0.6336416346577145
37730,Mercer,2020-09-13,600.4,1.2526784242624032
7301,Lancaster,2020-09-13,1341.5,2.798914234090629
19658,Westmoreland,2020-09-13,579.3,1.2086552484597102
40327,McKean,2020-09-13,110.8,0.23117383312504042
40750,Centre,2020-09-13,804.9,1.6793485404543775
30279,Armstrong,2020-09-13,591.6,1.2343180476243132
11636,Beaver,2020-09-13,1085.2,2.2641682645062624
39972,Montour,2020-09-13,877.7,1.8312389290058482
40888,Bedford,2020-09-13,449.0,0.9367964898298118
43766,Somerset,2020-09-13,270.9,0.5652075035521068
39811,Lawrence,2020-09-13,564.8,1.178402355135585
43724,Warren,2020-09-13,107.2,0.22366276995491274
16012,Erie,2020-09-13,533.1,1.1122632711097387
18711,Lackawanna,2020-09-13,1101.2,2.297550767484607
18743,Luzerne,2020-09-13,1243.8,2.595072325279109
11399,Fayette,2020-09-13,588.7,1.2282674689594884
19298,Philadelphia,2020-09-13,2226.0,4.644340726862274
41250,Clinton,2020-09-13,453.0,0.9451421155743981
7881,York,2020-09-13,938.2,1.9574665183927158
27252,Franklin,2020-09-13,1074.7,2.2422609969267233
41334,Jefferson,2020-09-13,232.6,0.48529813704769315
19618,Delaware,2020-09-13,1909.5,3.983993089821883
38247,Bradford,2020-09-13,179.0,0.3734667520702368
29607,Elk,2020-09-13,220.7,0.46046990045754893
47303,Adams,2020-09-13,721.3,1.5049249623925238
20814,Lycoming,2020-09-13,516.3,1.077211642982476
21471,Union,2020-09-13,955.0,1.9925181465199782
22928,Schuylkill,2020-09-13,732.9,1.529127277051824
46331,Juniata,2020-09-13,682.5,1.4239723926700367
47906,Sullivan,2020-09-13,181.3,0.37826548687337386
6373,Carbon,2020-09-13,684.0,1.4271020023242567
6398,Fulton,2020-09-13,275.3,0.5743876918711518
47894,Perry,2020-09-13,404.1,0.8431168408468306
31165,Cambria,2020-09-13,428.6,0.8942337985324217
21540,Tioga,2020-09-13,128.1,0.2672686644703761
31214,Butler,2020-09-13,499.3,1.0417427335679845
6682,Forest,2020-09-13,193.2,0.4030937234635181
23598,Cumberland,2020-09-13,660.7,1.3784887323620416
45671,Pike,2020-09-13,981.9,2.048642479652321
9199,Berks,2020-09-13,1570.6,3.2769099486118094
28656,Dauphin,2020-09-13,1287.8,2.686874208469558
45333,Blair,2020-09-13,437.5,0.9128028158141261
8975,Cameron,2020-09-13,179.9,0.3753445178627687
34298,Potter,2020-09-13,145.2,0.3029462145284825
28819,Allegheny,2020-09-13,928.7,1.9376456572493235
26174,Monroe,2020-09-13,1021.3,2.1308468932364963
36938,Columbia,2020-09-13,1320.7,2.7555169802187804
45459,Washington,2020-09-13,590.7,1.2324402818317814
45192,Mifflin,2020-09-13,424.8,0.8863054540750647
8358,Lebanon,2020-09-13,1303.3,2.71921350822983
22152,Lehigh,2020-09-13,1461.3,3.0488657251409887
34557,Indiana,2020-09-13,659.0,1.3749418414205923
32197,Venango,2020-09-13,152.0,0.31713377829427924
9634,Northampton,2020-09-13,1388.2,2.8963494146586743
46308,Northumberland,2020-09-13,891.6,1.8602399784682855
32157,Greene,2020-09-13,438.8,0.9155151441811167
28218,Chester,2020-09-13,1172.8,2.446937468312702
40891,Somerset,2020-09-14,270.9,0.5592901206530626
47237,Bedford,2020-09-14,451.1,0.9313243758826008
17675,Allegheny,2020-09-14,936.0,1.9324309816584224
28391,Fayette,2020-09-14,590.2,1.2185050912123943
34320,Huntingdon,2020-09-14,872.8,1.801950599136187
40565,Perry,2020-09-14,410.6,0.8477095737916114
11939,Carbon,2020-09-14,685.6,1.4154644028045025
29449,Clearfield,2020-09-14,362.1,0.7475782675838832
44033,Greene,2020-09-14,441.6,0.9117110272439737
40607,Indiana,2020-09-14,675.6,1.3948187726585792
43824,Centre,2020-09-14,940.4,1.9415150589226287
30196,Franklin,2020-09-14,1088.2,2.246657472479375
6490,Fulton,2020-09-14,282.2,0.582619682717956
34679,Juniata,2020-09-14,690.5,1.425580761576005
45617,Jefferson,2020-09-14,239.5,0.4944628419948634
41219,Elk,2020-09-14,220.7,0.4556490573205276
25559,Lehigh,2020-09-14,1465.7,3.0260300104879803
13130,Lancaster,2020-09-14,1347.8,2.782618031067545
42633,Blair,2020-09-14,440.8,0.9100593768322998
13015,Northampton,2020-09-14,1395.1,2.880271861657762
24832,Bucks,2020-09-14,1305.5,2.695287015550289
31732,McKean,2020-09-14,115.7,0.23886994078833276
46107,Adams,2020-09-14,730.0,1.5071310006524021
7599,York,2020-09-14,947.5,1.9561734563262343
41979,Venango,2020-09-14,152.0,0.3138135782180344
47999,Pike,2020-09-14,985.5,2.034626850880743
41793,Crawford,2020-09-14,307.2,0.6342337580827643
29502,Montour,2020-09-14,877.7,1.8120669579076896
14459,Lycoming,2020-09-14,523.4,1.0805922818376263
46315,Washington,2020-09-14,601.4,1.2416281969758283
33008,Berks,2020-09-14,1584.9,3.2721259218273864
15601,Chester,2020-09-14,1185.9,2.4483652790050465
33011,Monroe,2020-09-14,1025.4,2.1170029151629772
8237,Cameron,2020-09-14,179.9,0.37141488632516045
31443,Schuylkill,2020-09-14,736.4,1.520344203945793
33995,Columbia,2020-09-14,1323.8,2.7330685187173285
47855,Northumberland,2020-09-14,903.8,1.8659520525885493
16233,Tioga,2020-09-14,130.6,0.2696319297057585
16247,Mercer,2020-09-14,604.1,1.2472025171152274
24094,Lackawanna,2020-09-14,1105.0,2.2813421311245263
6553,Forest,2020-09-14,193.2,0.3988735744192385
19696,Union,2020-09-14,961.6,1.9852837948319861
30500,Butler,2020-09-14,502.0,1.0364106333253504
44752,Wayne,2020-09-14,401.1,0.8280962251529842
44558,Bradford,2020-09-14,189.0,0.3902024097579507
48131,Clinton,2020-09-14,458.2,0.9459827732862064
48188,Susquehanna,2020-09-14,711.7,1.4693494974853625
47368,Sullivan,2020-09-14,181.3,0.3743052745455897
10806,Delaware,2020-09-14,1915.7,3.9550833670545296
31183,Dauphin,2020-09-14,1296.1,2.675880123213121
18515,Beaver,2020-09-14,1093.8,2.2582190253610923
37752,Snyder,2020-09-14,562.3,1.160903783105268
27877,Philadelphia,2020-09-14,2232.9,4.609962755283218
39624,Mifflin,2020-09-14,431.3,0.8904460281936727
27840,Clarion,2020-09-14,299.2,0.6177172539660256
21048,Montgomery,2020-09-14,1401.5,2.893485064951153
47575,Wyoming,2020-09-14,272.4,0.562386965174951
11004,Cumberland,2020-09-14,664.6,1.3721085794980636
35531,Erie,2020-09-14,537.6,1.1099090766448374
10577,Luzerne,2020-09-14,1247.3,2.5751294481010154
27515,Westmoreland,2020-09-14,582.1,1.2017821307941963
44421,Armstrong,2020-09-14,596.3,1.231098925601407
44424,Warren,2020-09-14,107.2,0.22132115516429796
8059,Lebanon,2020-09-14,1322.4,2.7301781304968995
36058,Potter,2020-09-14,145.2,0.2997745497188065
36115,Lawrence,2020-09-14,567.2,1.1710201418767707
44431,Cambria,2020-09-14,430.1,0.8879685525761618
12543,Fulton,2020-09-15,289.1,0.5924156048540786
45740,Juniata,2020-09-15,690.5,1.4149532174048467
41604,Lawrence,2020-09-15,570.7,1.169462420235983
45831,Blair,2020-09-15,443.2,0.9081929992090196
38471,Armstrong,2020-09-15,610.2,1.2504047114561008
30051,Huntingdon,2020-09-15,872.8,1.7885172601751633
41472,Montour,2020-09-15,888.6,1.8208941766632105
43438,Pike,2020-09-15,989.1,2.026835955590346
12660,Cameron,2020-09-15,179.9,0.36864603013922076
45859,Adams,2020-09-15,737.8,1.511879049676026
13063,Lancaster,2020-09-15,1354.2,2.774988627095791
32997,Butler,2020-09-15,509.4,1.0438481809500781
48259,Cambria,2020-09-15,430.9,0.8829881844746539
47018,Warren,2020-09-15,107.2,0.21967123085561127
43204,Wayne,2020-09-15,401.1,0.8219228609718813
18047,Lehigh,2020-09-15,1468.7,3.0096188130376516
25383,Fayette,2020-09-15,594.1,1.2174130433891666
48075,McKean,2020-09-15,115.7,0.2370891922574088
42765,Mifflin,2020-09-15,435.6,0.8926192925438831
48167,Northumberland,2020-09-15,911.5,1.8678202138515827
13048,Carbon,2020-09-15,685.6,1.404912274949693
32032,Clearfield,2020-09-15,367.2,0.7524559325576535
29812,Sullivan,2020-09-15,181.3,0.3715148708406933
31786,Greene,2020-09-15,447.1,0.9161847697345503
20416,Bucks,2020-09-15,1310.3,2.6850299793853307
45012,Jefferson,2020-09-15,244.1,0.5002028680210328
13505,Tioga,2020-09-15,130.6,0.26762185400879507
10284,Dauphin,2020-09-15,1301.5,2.666997266404646
46079,Indiana,2020-09-15,698.2,1.4307318412629457
10026,Lebanon,2020-09-15,1340.0,2.745890385695141
24729,Lackawanna,2020-09-15,1107.0,2.268433326092926
24680,Delaware,2020-09-15,1922.2,3.9389182831217906
32429,Luzerne,2020-09-15,1252.9,2.5674075106249568
20042,Beaver,2020-09-15,1097.4,2.248761275568543
8292,York,2020-09-15,965.1,1.9776558292793882
41839,Venango,2020-09-15,155.9,0.319465903828263
24309,Monroe,2020-09-15,1026.0,2.1024503997934434
43079,Crawford,2020-09-15,315.5,0.646513743796132
45257,Potter,2020-09-15,145.2,0.2975397641812943
46394,Washington,2020-09-15,603.8,1.2372900111065117
39352,Mercer,2020-09-15,605.9,1.2415932721587208
16650,Berks,2020-09-15,1596.3,3.271093151257577
39265,Cumberland,2020-09-15,667.4,1.36761734583055
46597,Centre,2020-09-15,972.4,1.9926147843656379
29450,Columbia,2020-09-15,1331.5,2.728472424293343
12203,Forest,2020-09-15,193.2,0.39590001680320985
27470,Clarion,2020-09-15,299.2,0.6131122413432732
47328,Bedford,2020-09-15,463.6,0.9499961065733338
40677,Susquehanna,2020-09-15,716.6,1.4684366047680133
46382,Wyoming,2020-09-15,272.4,0.5581944336293704
21608,Erie,2020-09-15,539.1,1.1047085872598883
16866,Allegheny,2020-09-15,941.7,1.9297052061262046
29321,Snyder,2020-09-15,592.0,1.2131097823369577
31177,Schuylkill,2020-09-15,737.1,1.5104446293252898
16695,Philadelphia,2020-09-15,2237.3,4.5846123581460745
18930,Lycoming,2020-09-15,529.6,1.0852414539284676
30147,Clinton,2020-09-15,458.2,0.9389305781533683
17448,Franklin,2020-09-15,1089.5,2.2325728173245194
47286,Bradford,2020-09-15,192.3,0.3940557620665489
47272,Somerset,2020-09-15,270.9,0.5551206757349355
21983,Westmoreland,2020-09-15,585.6,1.199995081987369
9507,Union,2020-09-15,968.3,1.9842131794541826
35831,Montgomery,2020-09-15,1404.5,2.87806197515584
6656,Northampton,2020-09-15,1403.3,2.8756029688402918
40733,Elk,2020-09-15,220.7,0.45225224486784893
21968,Chester,2020-09-15,1195.1,2.448965373092733
44213,Perry,2020-09-15,419.3,0.8592177900910243
6586,York,2020-09-16,972.0,1.973652149900099
26724,Lehigh,2020-09-16,1475.2,2.9954029336755412
47315,Clinton,2020-09-16,478.9,0.9724094800279397
13629,Lycoming,2020-09-16,535.8,1.0879452900375235
34513,Lawrence,2020-09-16,573.0,1.1634801254040708
40171,Philadelphia,2020-09-16,2244.9,4.5582836536118645
42016,Jefferson,2020-09-16,244.1,0.49564659443478826
13134,Carbon,2020-09-16,687.1,1.395160897321356
35151,Montour,2020-09-16,888.6,1.8043079222234855
13912,Tioga,2020-09-16,130.6,0.26518412631373756
22071,Franklin,2020-09-16,1095.9,2.22523188382255
34902,Northumberland,2020-09-16,917.0,1.8619743019119246
22673,Mercer,2020-09-16,606.8,1.2321112392586213
42329,Bradford,2020-09-16,195.6,0.39716703757248906
41172,Washington,2020-09-16,610.5,1.239624112668735
26963,Schuylkill,2020-09-16,740.0,1.502574682022709
30535,Cumberland,2020-09-16,672.5,1.3655155049463132
21507,Columbia,2020-09-16,1331.5,2.7036191744773475
6567,Forest,2020-09-16,193.2,0.39229382238755056
19523,Luzerne,2020-09-16,1255.1,2.5484884910901378
23886,Bucks,2020-09-16,1316.6,2.6733646302041874
33853,Clarion,2020-09-16,301.8,0.6128068095060184
47043,Greene,2020-09-16,455.4,0.9246925813420834
33932,Westmoreland,2020-09-16,590.7,1.1994200873929923
25898,Erie,2020-09-16,542.0,1.1005344292652814
35777,Mifflin,2020-09-16,450.8,0.915352252237618
39052,Somerset,2020-09-16,275.0,0.5583892399408716
41067,Sullivan,2020-09-16,197.8,0.40163415149201603
35737,Dauphin,2020-09-16,1310.1,2.660166339078312
38031,Juniata,2020-09-16,702.7,1.4268367960234563
34150,Snyder,2020-09-16,616.8,1.2524163025291986
35684,Indiana,2020-09-16,726.7,1.4755689478728415
31468,Potter,2020-09-16,145.2,0.29482951868878016
36219,Clearfield,2020-09-16,368.4,0.7480385308880622
24151,Berks,2020-09-16,1607.2,3.2634297688471596
41684,Blair,2020-09-16,444.9,0.9033722649079774
21395,Beaver,2020-09-16,1104.7,2.243100339500658
36312,Warren,2020-09-16,107.2,0.21767027826058705
18811,Chester,2020-09-16,1205.7,2.448181478533487
46927,Centre,2020-09-16,1026.0,2.0832994915612155
31301,Allegheny,2020-09-16,949.1,1.9271535550104772
37009,Perry,2020-09-16,425.7,0.8643865434284693
47838,Cambria,2020-09-16,433.2,0.8796153408814021
31923,Armstrong,2020-09-16,616.4,1.2516040999983755
8622,Cameron,2020-09-16,179.9,0.36528808823768294
27145,Monroe,2020-09-16,1027.8,2.0869544029499196
45377,Crawford,2020-09-16,337.9,0.6861080879128019
8163,Northampton,2020-09-16,1412.8,2.8686993388671396
44940,Susquehanna,2020-09-16,719.1,1.4601370997872027
8790,Fulton,2020-09-16,289.1,0.5870193791523854
44703,Wayne,2020-09-16,410.8,0.8341319991553093
46445,Bedford,2020-09-16,469.8,0.9539318724517145
45884,Pike,2020-09-16,992.7,2.0156836308701935
42734,Elk,2020-09-16,224.0,0.4548334172609282
10355,Lackawanna,2020-09-16,1108.9,2.2516284660743007
9587,Fayette,2020-09-16,597.2,1.2126183785188676
43641,Wyoming,2020-09-16,272.4,0.5531099234905215
10986,Lancaster,2020-09-16,1361.7,2.7649404655544907
44097,Adams,2020-09-16,744.6,1.5119150111271746
9545,Union,2020-09-16,981.7,1.9933480612725587
8985,Lebanon,2020-09-16,1347.0,2.735092022546742
9858,Montgomery,2020-09-16,1412.2,2.867481035070905
44071,McKean,2020-09-16,115.7,0.23492958204057762
46354,Butler,2020-09-16,515.3,1.0463199103328404
42797,Huntingdon,2020-09-16,872.8,1.7722259222559738
10406,Delaware,2020-09-16,1929.1,3.917049755527038
43178,Venango,2020-09-16,157.9,0.3206169490424132
46672,Juniata,2020-09-17,706.7,1.42452841598568
6322,Cameron,2020-09-17,179.9,0.36263288812200906
18627,Tioga,2020-09-17,138.0,0.2781730881647429
41509,Wayne,2020-09-17,416.7,0.8399617814365824
48148,Jefferson,2020-09-17,244.1,0.4920438465290851
41906,Centre,2020-09-17,1045.0,2.1064556313924374
9578,Allegheny,2020-09-17,954.7,1.9244336758759426
13877,Lackawanna,2020-09-17,1120.8,2.2592492551814773
12947,York,2020-09-17,978.0,1.971400581341439
22536,Lebanon,2020-09-17,1354.1,2.7295230339411476
38547,Beaver,2020-09-17,1108.4,2.2342539921869644
47351,Blair,2020-09-17,449.8,0.906683007655807
47007,Potter,2020-09-17,145.2,0.292686466677686
23489,Clarion,2020-09-17,301.8,0.6083524493341986
41589,Snyder,2020-09-17,646.5,1.30318044564135
31368,Lawrence,2020-09-17,576.5,1.1620781545432919
19138,Mercer,2020-09-17,626.0,1.2618576318197758
30966,Mifflin,2020-09-17,453.0,0.9131333981060039
37423,Erie,2020-09-17,546.8,1.1022104681774014
45576,Cambria,2020-09-17,438.6,0.8841066410801177
10365,Carbon,2020-09-17,691.8,1.3944937854519504
44674,Bedford,2020-09-17,471.9,0.9512310167024796
14398,Lehigh,2020-09-17,1478.4,2.980080387990985
37456,Washington,2020-09-17,617.3,1.2443206327833027
44510,Elk,2020-09-17,224.0,0.4515273315137856
14293,Monroe,2020-09-17,1028.9,2.0740021044398844
14237,Schuylkill,2020-09-17,743.5,1.4987079061629447
26400,Union,2020-09-17,986.1,1.9877281321685
10113,Forest,2020-09-17,193.2,0.3894423234306401
45477,Susquehanna,2020-09-17,724.1,1.4596024140586257
44007,Crawford,2020-09-17,340.3,0.6859587094381305
20075,Franklin,2020-09-17,1103.0,2.223368958302257
31929,Bucks,2020-09-17,1322.0,2.66481755473761
11908,Lancaster,2020-09-17,1369.2,2.7599608138780147
48212,Venango,2020-09-17,157.9,0.3182864537769051
46781,Sullivan,2020-09-17,197.8,0.3987147597027982
37694,Montour,2020-09-17,888.6,1.791192798139062
42944,Armstrong,2020-09-17,625.6,1.2610513330135011
17608,Montgomery,2020-09-17,1418.8,2.859941865856067
26394,Cumberland,2020-09-17,681.2,1.373126867085673
40441,Adams,2020-09-17,746.5,1.5047551472100043
21854,Lycoming,2020-09-17,542.8,1.0941474801146553
47232,Perry,2020-09-17,432.2,0.8712058601797239
36221,Chester,2020-09-17,1216.8,2.4527609686873855
32134,McKean,2020-09-17,120.6,0.2430990900917971
42617,Huntingdon,2020-09-17,872.8,1.7593439952912147
7171,Fulton,2020-09-17,295.9,0.596459541941648
30349,Pike,2020-09-17,998.0,2.01171552165517
42767,Greene,2020-09-17,458.1,0.9234137078860053
21680,Columbia,2020-09-17,1340.7,2.702512023930948
40242,Somerset,2020-09-17,279.1,0.5625949920781143
42680,Indiana,2020-09-17,739.8,1.4912496422049044
45262,Wyoming,2020-09-17,272.4,0.5490894870730142
26660,Philadelphia,2020-09-17,2251.3,4.538051256415114
46854,Clinton,2020-09-17,478.9,0.9653412458122854
29432,Butler,2020-09-17,521.2,1.0506073445758264
17553,Delaware,2020-09-17,1935.4,3.901276774159735
33722,Fayette,2020-09-17,598.7,1.2068277382915333
11958,Northampton,2020-09-17,1419.3,2.8609497393639103
25424,Berks,2020-09-17,1614.6,3.2546251315274923
29853,Bradford,2020-09-17,197.3,0.3977068861949549
9586,Westmoreland,2020-09-17,595.6,1.2005789225429049
30402,Northumberland,2020-09-17,933.5,1.881699839143388
32316,Clearfield,2020-09-17,371.0,0.7478421428197074
17016,Luzerne,2020-09-17,1258.6,2.537019193943083
38048,Warren,2020-09-17,107.2,0.2160880800815974
35311,Dauphin,2020-09-17,1316.9,2.6545372449576083
44952,Wayne,2020-09-18,420.6,0.84051246080706
19347,Tioga,2020-09-18,152.7,0.3051503869834476
22929,Franklin,2020-09-18,1108.2,2.214588466634294
31334,Clinton,2020-09-18,481.5,0.9622129098397514
45677,Lawrence,2020-09-18,578.9,1.1568536936785712
12682,York,2020-09-18,992.1,1.9825782509906902
40175,Huntingdon,2020-09-18,877.2,1.7529660737516717
40190,Potter,2020-09-18,145.2,0.29016264695479105
5025,Centre,2020-09-18,1136.8,2.271741715276904
44049,Forest,2020-09-18,193.2,0.38608418313819304
11647,Lehigh,2020-09-18,1481.1,2.959778900859098
48277,Mifflin,2020-09-18,455.2,0.9096559014725957
39753,Union,2020-09-18,988.4,1.9751842992432196
16788,Lackawanna,2020-09-18,1127.9,2.253956263776232
11332,Fulton,2020-09-18,302.8,0.6051050240902943
34750,Luzerne,2020-09-18,1261.7,2.5213375458874645
40850,Wyoming,2020-09-18,272.4,0.5443547178408062
34737,Bedford,2020-09-18,476.1,0.9514217370191186
45488,Montour,2020-09-18,888.6,1.7757474385952297
39457,Allegheny,2020-09-18,961.4,1.921228435140056
47734,McKean,2020-09-18,120.6,0.24100285966079754
39459,Indiana,2020-09-18,751.7,1.5021712239388185
18072,Lebanon,2020-09-18,1368.9,2.735562310030396
17157,Montgomery,2020-09-18,1423.6,2.844872893972731
47048,Warren,2020-09-18,107.2,0.21422476414293115
17632,Monroe,2020-09-18,1029.5,2.0573171146002576
41081,Butler,2020-09-18,523.8,1.046743763601374
46677,Adams,2020-09-18,763.0,1.524752752248661
45203,Greene,2020-09-18,469.2,0.9376330161927545
40883,Somerset,2020-09-18,281.8,0.5631393520100559
28494,Chester,2020-09-18,1225.9,2.449796066817344
45011,Sullivan,2020-09-18,197.8,0.3952766636891024
44052,Crawford,2020-09-18,341.5,0.6824417626381621
26747,Berks,2020-09-18,1620.0,3.2373518461898176
18265,Clarion,2020-09-18,304.4,0.6083024086297409
43519,Pike,2020-09-18,1001.6,2.001562721693655
30983,Perry,2020-09-18,438.7,0.8766828734095512
42279,Cambria,2020-09-18,440.9,0.8810792771512905
38010,Delaware,2020-09-18,1940.9,3.878627282882603
45731,Armstrong,2020-09-18,631.8,1.2625672200140288
20199,Philadelphia,2020-09-18,2257.2,4.510710239024479
33136,Blair,2020-09-18,458.8,0.9168500166863508
46346,Elk,2020-09-18,224.0,0.44763383552254266
8557,Lancaster,2020-09-18,1377.8,2.753347761531068
7743,Cameron,2020-09-18,179.9,0.3595059241540421
27105,Columbia,2020-09-18,1350.0,2.6977932051581814
42844,Susquehanna,2020-09-18,724.1,1.4470163406333623
26352,Westmoreland,2020-09-18,598.2,1.1954221446856477
42926,Clearfield,2020-09-18,381.0,0.7613771934557534
13658,Lycoming,2020-09-18,549.0,1.0971025700976604
13745,Fayette,2020-09-18,601.8,1.2026162598994024
27839,Bucks,2020-09-18,1329.4,2.6566268792128045
38363,Northumberland,2020-09-18,947.8,1.8940506665547587
20328,Beaver,2020-09-18,1116.9,2.2319742450675357
37518,Schuylkill,2020-09-18,747.0,1.4927789068541937
38400,Washington,2020-09-18,619.7,1.2383869994344632
38429,Venango,2020-09-18,157.9,0.3155418867366495
11049,Mercer,2020-09-18,629.7,1.2583706528060052
10984,Erie,2020-09-18,550.2,1.0995006085022456
46349,Jefferson,2020-09-18,248.7,0.49699345935025163
30581,Bradford,2020-09-18,198.9,0.397474865559972
37753,Cumberland,2020-09-18,686.0,1.370878621287787
12720,Carbon,2020-09-18,693.3,1.3854666882490128
13078,Northampton,2020-09-18,1424.6,2.8468712593098853
41622,Snyder,2020-09-18,653.9,1.3067310939651369
8992,Dauphin,2020-09-18,1323.4,2.6446366871898794
41613,Juniata,2020-09-18,726.9,1.452611763577394
32037,Bedford,2020-09-19,482.4,0.9578593511416277
43963,Indiana,2020-09-19,777.9,1.544607772083483
44792,Susquehanna,2020-09-19,724.1,1.4377818328392467
29868,Wayne,2020-09-19,424.4,0.8426938404322281
39741,Jefferson,2020-09-19,251.0,0.49838867565619516
47679,Wyoming,2020-09-19,272.4,0.5408807778834563
40048,Armstrong,2020-09-19,636.4,1.26364363819762
21193,Westmoreland,2020-09-19,603.0,1.1973241889270347
22124,Montgomery,2020-09-19,1427.5,2.8344614920287596
30892,Monroe,2020-09-19,1029.5,2.044187815091844
5732,Centre,2020-09-19,1154.7,2.292786469243859
39500,Blair,2020-09-19,480.2,0.9534910041836849
9472,Bucks,2020-09-19,1335.3,2.651388042245886
37901,Lackawanna,2020-09-19,1139.9,2.263399407890426
22344,Mercer,2020-09-19,636.1,1.263047954521537
43012,Pike,2020-09-19,1003.4,1.9923633352726144
45315,Cambria,2020-09-19,445.5,0.8845902589834062
44306,Somerset,2020-09-19,284.6,0.5651052473775027
7259,Fulton,2020-09-19,302.8,0.6012433903932107
31129,Cumberland,2020-09-19,689.5,1.369079648864329
46100,Juniata,2020-09-19,739.0,1.4673674554180407
37985,Allegheny,2020-09-19,966.9,1.9198884880158371
30912,Clinton,2020-09-19,494.4,0.9816866981849518
13415,Tioga,2020-09-19,160.1,0.3178965218030153
7702,Northampton,2020-09-19,1432.4,2.84419099207145
39931,Elk,2020-09-19,224.0,0.444777144808716
35736,Dauphin,2020-09-19,1327.3,2.6355031442170036
35415,Greene,2020-09-19,471.9,0.9370104224787191
35749,Chester,2020-09-19,1233.0,2.4482599087015484
8399,Lancaster,2020-09-19,1382.8,2.7457046242923773
46091,Butler,2020-09-19,529.7,1.0517788107373969
17364,Franklin,2020-09-19,1110.8,2.205618091310365
40604,Perry,2020-09-19,440.9,0.8754564426167987
35756,Snyder,2020-09-19,668.8,1.327977475214595
24933,Columbia,2020-09-19,1351.5,2.683554960754374
24584,Fayette,2020-09-19,605.7,1.2026853420117827
17095,Union,2020-09-19,990.6,1.9669474984264022
22027,Berks,2020-09-19,1628.8,3.2341652386805206
46250,Forest,2020-09-19,193.2,0.3836202873975176
22367,Beaver,2020-09-19,1117.6,2.219120254634915
23385,Schuylkill,2020-09-19,749.9,1.4890106289823934
47980,Mifflin,2020-09-19,457.3,0.9080204835760082
23705,Delaware,2020-09-19,1944.1,3.8602287822438606
8983,York,2020-09-19,1000.5,1.9866050597371445
39294,Clarion,2020-09-19,307.0,0.6095829618583742
41390,Sullivan,2020-09-19,197.8,0.3927541037641251
44675,Washington,2020-09-19,623.6,1.2382278013514076
41119,Adams,2020-09-19,767.9,1.5247516495473796
12795,Carbon,2020-09-19,696.5,1.3829789346396013
39051,Northumberland,2020-09-19,950.0,1.8863316409298223
41143,Venango,2020-09-19,159.9,0.31749939935229327
44586,Crawford,2020-09-19,343.9,0.6828520540165957
43680,Huntingdon,2020-09-19,879.4,1.7461474158249324
22807,Lebanon,2020-09-19,1371.7,2.7236643282773025
47828,Bradford,2020-09-19,200.6,0.39831381807423405
39203,McKean,2020-09-19,125.5,0.24919433782809758
45653,Clearfield,2020-09-19,386.1,0.7666448911189521
8880,Cameron,2020-09-19,179.9,0.35721164442450004
48192,Montour,2020-09-19,899.6,1.7862567833478613
15334,Lycoming,2020-09-19,551.6,1.0952637190914631
20654,Luzerne,2020-09-19,1265.5,2.5127923069438847
