,Jurisdiction,Date,Cumulative Case Rate,Percent
30287,Dauphin,2020-04-27,196.9,1.5639396346306593
10119,Montgomery,2020-04-27,495.8,3.9380460683081813
37571,Lebanon,2020-04-27,447.8,3.556791104050834
45507,Indiana,2020-04-27,71.4,0.5671167593328039
7352,Cameron,2020-04-27,22.5,0.17871326449563146
37792,Northampton,2020-04-27,645.6,5.127879269261318
12372,Potter,2020-04-27,24.2,0.19221604447974583
32275,Delaware,2020-04-27,609.8,4.8435266084193795
44713,Erie,2020-04-27,33.4,0.2652899126290707
13321,Bedford,2020-04-27,45.9,0.36457505957108816
44374,Berks,2020-04-27,619.7,4.922160444797459
39269,Cambria,2020-04-27,16.9,0.13423351866560762
34372,Pike,2020-04-27,663.0,5.266084193804607
12208,Fulton,2020-04-27,13.8,0.1096108022239873
39333,York,2020-04-27,139.2,1.1056393963463065
47960,Clearfield,2020-04-27,15.1,0.1199364575059571
13284,Juniata,2020-04-27,327.1,2.5980937251787135
40585,Crawford,2020-04-27,22.5,0.17871326449563146
34818,Washington,2020-04-27,53.2,0.42255758538522636
41729,Venango,2020-04-27,13.8,0.1096108022239873
34844,Clarion,2020-04-27,59.8,0.4749801429706116
34894,Franklin,2020-04-27,152.9,1.2144559173947578
22222,Columbia,2020-04-27,438.7,3.484511517077045
13267,Lycoming,2020-04-27,52.1,0.41382049245432884
47478,Lawrence,2020-04-27,74.8,0.5941223193010325
45817,Mifflin,2020-04-27,73.7,0.585385226370135
45155,Wayne,2020-04-27,163.5,1.2986497220015885
45461,Snyder,2020-04-27,89.2,0.7084988085782367
42810,Jefferson,2020-04-27,9.2,0.07307386814932486
39192,Clinton,2020-04-27,75.1,0.5965051628276409
8006,Warren,2020-04-27,2.6,0.020651310563939634
47589,Susquehanna,2020-04-27,188.5,1.4972200158856235
47365,Union,2020-04-27,55.7,0.44241461477362987
41462,Carbon,2020-04-27,263.3,2.0913423351866562
29312,Cumberland,2020-04-27,117.2,0.9308975377283558
42113,Perry,2020-04-27,58.4,0.46386020651310567
27630,Chester,2020-04-27,241.5,1.9181890389197775
7760,Elk,2020-04-27,13.4,0.10643367752184273
2396,Wyoming,2020-04-27,70.9,0.5631453534551232
35930,Lackawanna,2020-04-27,408.3,3.243050039714059
40405,Tioga,2020-04-27,34.5,0.27402700555996823
43137,Montour,2020-04-27,257.8,2.0476568705321685
47050,McKean,2020-04-27,14.8,0.11755361397934869
30691,Sullivan,2020-04-27,16.5,0.13105639396346305
12490,Forest,2020-04-27,96.6,0.767275615567911
41210,Indiana,2020-04-28,72.6,0.563026383137127
41365,Huntingdon,2020-04-28,64.2,0.49788283467498023
8515,Fulton,2020-04-28,27.5,0.21326756937012392
41730,Blair,2020-04-28,18.9,0.1465729840398306
41689,Lackawanna,2020-04-28,418.7,3.247095683464396
43275,Carbon,2020-04-28,266.4,2.065981108370946
41744,Westmoreland,2020-04-28,111.2,0.8623764986893738
41199,Susquehanna,2020-04-28,188.5,1.4618522482279404
41599,Lancaster,2020-04-28,312.4,2.4227195880446075
12469,Warren,2020-04-28,2.6,0.020163479285902626
8242,Montgomery,2020-04-28,510.5,3.959021605943573
16608,Columbia,2020-04-28,446.4,3.461914289702666
40988,Centre,2020-04-28,58.5,0.45367828393280907
34272,Union,2020-04-28,55.7,0.4319637677787601
34073,Luzerne,2020-04-28,661.3,5.128503404525925
44804,Cumberland,2020-04-28,129.1,1.0011942983884727
42442,Dauphin,2020-04-28,199.8,1.5494858312782094
44820,Lehigh,2020-04-28,734.6,5.696958416701565
5890,Northumberland,2020-04-28,107.9,0.836784390364959
32439,Butler,2020-04-28,91.0,0.7057217750065918
42458,Mifflin,2020-04-28,78.0,0.6049043785770788
46253,Beaver,2020-04-28,239.7,1.8589176864734074
25009,Cambria,2020-04-28,18.4,0.14269539186946473
12987,Armstrong,2020-04-28,77.2,0.5987002311044933
48112,Monroe,2020-04-28,652.5,5.0602577823274855
5481,Wyoming,2020-04-28,74.6,0.5785367518185907
13161,Bedford,2020-04-28,50.1,0.38853473547066214
46287,Jefferson,2020-04-28,9.2,0.07134769593473236
30211,Lebanon,2020-04-28,456.3,3.538690614675911
30141,Franklin,2020-04-28,170.9,1.325361003831061
29978,Lawrence,2020-04-28,74.8,0.580087788686737
13095,Juniata,2020-04-28,331.1,2.567741535216292
45165,Erie,2020-04-28,34.5,0.26755385975524637
9999,Schuylkill,2020-04-28,240.5,1.8651218339459927
9979,Forest,2020-04-28,96.6,0.7491508073146899
242,Lycoming,2020-04-28,53.8,0.4172289175313697
132,Philadelphia,2020-04-28,871.2,6.756316597645526
28756,Chester,2020-04-28,249.3,1.9333674561444325
28267,Delaware,2020-04-28,637.1,4.940827943480216
42371,Allegheny,2020-04-28,104.6,0.811192282040544
47902,McKean,2020-04-28,17.2,0.1333891706605866
43047,Fayette,2020-04-28,61.9,0.4800459106912971
35733,Northampton,2020-04-28,657.1,5.095931630294852
40610,Somerset,2020-04-28,35.4,0.274533525661905
42068,Adams,2020-04-28,127.2,0.9864594481410823
43712,Montour,2020-04-28,257.8,1.9992865230406527
40468,Venango,2020-04-28,13.8,0.10702154390209855
40230,Perry,2020-04-28,64.8,0.5025359452794192
47421,Pike,2020-04-28,677.3,5.252586353977634
43931,Clarion,2020-04-28,59.8,0.4637600235757604
39196,Snyder,2020-04-28,89.2,0.6917624431932747
42199,Bradford,2020-04-28,48.1,0.3730243667891986
12838,Elk,2020-04-28,13.4,0.10391947016580584
38790,Wayne,2020-04-28,167.4,1.2982178586384998
45745,Clearfield,2020-04-28,18.9,0.1465729840398306
47900,Mercer,2020-04-28,59.4,0.4606579498394677
44187,Sullivan,2020-04-28,16.5,0.12796054162207435
36063,Clinton,2020-04-28,77.7,0.6025778232748592
20719,Bucks,2020-04-28,438.7,3.4021993702790314
37105,York,2020-04-28,141.4,1.0965830657794735
12885,Potter,2020-04-28,24.2,0.18767546104570906
6522,Cameron,2020-04-28,22.5,0.17449164766646502
36416,Tioga,2020-04-28,34.5,0.26755385975524637
44330,Greene,2020-04-28,69.0,0.5351077195104927
35975,Crawford,2020-04-28,22.5,0.17449164766646502
35979,Washington,2020-04-28,54.6,0.4234330650039551
42317,Berks,2020-04-28,626.1,4.855520915732167
43211,Montour,2020-04-29,257.8,1.9365985576923077
42941,Beaver,2020-04-29,254.4,1.9110576923076923
13356,Juniata,2020-04-29,335.2,2.5180288461538463
13345,Armstrong,2020-04-29,78.8,0.5919471153846154
46770,Greene,2020-04-29,69.0,0.5183293269230769
41841,Tioga,2020-04-29,39.4,0.2959735576923077
8316,Warren,2020-04-29,2.6,0.01953125
42427,Wayne,2020-04-29,177.2,1.3311298076923077
46928,Venango,2020-04-29,13.8,0.10366586538461539
47174,Fayette,2020-04-29,61.9,0.46499399038461536
40070,Bradford,2020-04-29,53.0,0.3981370192307692
45443,Westmoreland,2020-04-29,112.4,0.8443509615384616
48002,Carbon,2020-04-29,275.8,2.0718149038461537
36608,Sullivan,2020-04-29,16.5,0.1239483173076923
48161,Erie,2020-04-29,34.8,0.2614182692307692
34945,Berks,2020-04-29,640.8,4.8137019230769225
33151,Indiana,2020-04-29,72.6,0.545372596153846
48104,Jefferson,2020-04-29,9.2,0.06911057692307691
5742,Wyoming,2020-04-29,78.4,0.5889423076923077
32074,Northampton,2020-04-29,670.8,5.0390625
47380,Lebanon,2020-04-29,477.5,3.5869891826923075
32078,Centre,2020-04-29,59.7,0.4484675480769231
40269,Bucks,2020-04-29,464.3,3.4878305288461537
38441,Mercer,2020-04-29,59.4,0.4462139423076923
47848,Perry,2020-04-29,64.8,0.48677884615384615
39953,Washington,2020-04-29,55.1,0.41391225961538464
8823,Montgomery,2020-04-29,527.4,3.9618389423076925
44544,Cumberland,2020-04-29,136.2,1.0231370192307692
32643,Clearfield,2020-04-29,21.4,0.16075721153846154
47513,Susquehanna,2020-04-29,195.9,1.4716045673076923
39327,Monroe,2020-04-29,661.3,4.9676983173076925
8884,Forest,2020-04-29,96.6,0.7256610576923077
11874,Fulton,2020-04-29,27.5,0.20658052884615385
8969,Northumberland,2020-04-29,110.1,0.8270733173076923
19073,Columbia,2020-04-29,447.9,3.3646334134615383
10945,Potter,2020-04-29,24.2,0.1817908653846154
35308,Clinton,2020-04-29,80.2,0.6024639423076923
47593,Lawrence,2020-04-29,76.0,0.5709134615384616
10340,Bedford,2020-04-29,50.1,0.37635216346153844
40688,Lackawanna,2020-04-29,437.3,3.2850060096153846
44386,Blair,2020-04-29,18.9,0.14197716346153844
14607,Philadelphia,2020-04-29,903.9,6.7901141826923075
45371,Dauphin,2020-04-29,209.1,1.5707632211538463
27586,Cambria,2020-04-29,20.7,0.15549879807692307
45184,Lycoming,2020-04-29,60.9,0.45748197115384615
15055,Delaware,2020-04-29,655.8,4.926382211538462
20395,Chester,2020-04-29,262.1,1.9689002403846156
47095,Pike,2020-04-29,695.2,5.222355769230769
10038,Luzerne,2020-04-29,670.7,5.038311298076923
29602,Lehigh,2020-04-29,756.3,5.681340144230769
11571,Mifflin,2020-04-29,80.2,0.6024639423076923
47816,Crawford,2020-04-29,22.5,0.16902043269230768
7273,Elk,2020-04-29,16.7,0.12545072115384615
41101,Union,2020-04-29,60.1,0.4514723557692308
29756,Adams,2020-04-29,132.0,0.9915865384615384
36289,Somerset,2020-04-29,35.4,0.2659254807692308
9052,Cameron,2020-04-29,22.5,0.16902043269230768
48306,York,2020-04-29,145.0,1.0892427884615385
40961,Franklin,2020-04-29,185.1,1.3904747596153846
40884,Snyder,2020-04-29,89.2,0.6700721153846154
40861,Allegheny,2020-04-29,106.0,0.7962740384615384
30262,Clarion,2020-04-29,59.8,0.44921875
40770,Butler,2020-04-29,92.1,0.6918569711538461
45074,Huntingdon,2020-04-29,84.2,0.6325120192307693
45630,McKean,2020-04-29,17.2,0.12920673076923078
48286,Lancaster,2020-04-29,324.2,2.4353966346153846
23890,Schuylkill,2020-04-29,258.9,1.9448617788461535
35083,Beaver,2020-04-30,261.1,1.913241005349161
6236,Elk,2020-04-30,16.7,0.12237121711731515
45590,Union,2020-04-30,62.3,0.4565105884077086
34882,Franklin,2020-04-30,201.3,1.4750494614200922
12919,Wyoming,2020-04-30,82.1,0.6015974206785373
45553,Snyder,2020-04-30,89.2,0.6536235069978749
48016,Sullivan,2020-04-30,16.5,0.12090569355902395
41743,Perry,2020-04-30,69.2,0.507071151168755
33496,Erie,2020-04-30,34.8,0.25500109914266866
28962,Schuylkill,2020-04-30,263.9,1.9337583351652372
27300,Delaware,2020-04-30,682.0,4.99743533377299
29717,Carbon,2020-04-30,282.0,2.066388217190591
29737,Clarion,2020-04-30,59.8,0.4381915439290686
13033,Juniata,2020-04-30,339.2,2.4855279548618743
26907,Bucks,2020-04-30,489.1,3.583937861801128
45071,Montour,2020-04-30,263.3,1.929361764490364
8120,Warren,2020-04-30,2.6,0.019051806257785592
45029,Butler,2020-04-30,92.6,0.6785374074888253
45015,Greene,2020-04-30,69.0,0.5056056276104638
31210,Dauphin,2020-04-30,214.9,1.5747050633838937
31315,Cumberland,2020-04-30,138.5,1.0148750641166555
32358,Somerset,2020-04-30,35.4,0.2593976698175423
32552,Lawrence,2020-04-30,76.0,0.5568989521506558
13205,Armstrong,2020-04-30,80.3,0.5884077086539166
24165,Columbia,2020-04-30,458.7,3.3611782809408655
13212,Huntingdon,2020-04-30,88.6,0.6492269363230013
10979,Cameron,2020-04-30,22.5,0.16487140030775993
8005,Fulton,2020-04-30,27.5,0.20150948926503992
33637,Lebanon,2020-04-30,488.7,3.5810068146845455
6442,Forest,2020-04-30,96.6,0.7078478786546493
39120,Clinton,2020-04-30,82.8,0.6067267531325565
12909,Northumberland,2020-04-30,112.3,0.8228914779805084
38636,Blair,2020-04-30,18.9,0.1384919762585183
47570,Cambria,2020-04-30,23.0,0.1685352092034879
43569,Monroe,2020-04-30,674.2,4.940279914999633
39145,Pike,2020-04-30,702.4,5.146918736718692
39160,Indiana,2020-04-30,72.6,0.5319850516597053
46885,McKean,2020-04-30,17.2,0.12603502601304314
40760,Mifflin,2020-04-30,80.2,0.587674946874771
43497,Berks,2020-04-30,654.9,4.798856891624532
39820,Adams,2020-04-30,134.9,0.988495640067414
43635,Westmoreland,2020-04-30,112.9,0.8272880486553821
40433,Jefferson,2020-04-30,9.2,0.06741408368139516
40636,Philadelphia,2020-04-30,953.4,6.986150802374147
46876,Susquehanna,2020-04-30,195.9,1.4354803253462298
45913,Northampton,2020-04-30,693.1,5.078771891258151
8469,Montgomery,2020-04-30,538.0,3.942258371803326
40536,Washington,2020-04-30,55.1,0.4037517403092254
8773,Potter,2020-04-30,24.2,0.17732835055323512
44110,Allegheny,2020-04-30,108.0,0.7913827214772476
40971,Centre,2020-04-30,59.7,0.437458782149923
43730,Crawford,2020-04-30,22.5,0.16487140030775993
46193,Mercer,2020-04-30,59.4,0.4352604968124862
46704,Clearfield,2020-04-30,21.4,0.15681102073715833
41811,York,2020-04-30,147.4,1.0800908624606138
46178,Lehigh,2020-04-30,770.1,5.642998461200263
41499,Lycoming,2020-04-30,63.5,0.46530372975745576
41295,Lackawanna,2020-04-30,446.9,3.274712391001685
43300,Wayne,2020-04-30,181.1,1.327031582032681
36578,Luzerne,2020-04-30,680.2,4.984245621748369
41515,Fayette,2020-04-30,62.7,0.459441635524291
47720,Bradford,2020-04-30,54.7,0.400820693192643
14366,Chester,2020-04-30,272.6,1.997508609950905
41207,Tioga,2020-04-30,39.4,0.2887081409833663
47818,Lancaster,2020-04-30,333.9,2.4466915805671574
12735,Bedford,2020-04-30,50.1,0.36711365135194546
37295,Venango,2020-04-30,13.8,0.10112112552209275
28343,Delaware,2020-05-01,707.0,5.0485936060668815
42037,Berks,2020-05-01,668.4,4.7729561050850124
26323,Schuylkill,2020-05-01,272.4,1.9451724162554715
41042,Cambria,2020-05-01,23.8,0.1699526560458158
41891,Greene,2020-05-01,69.0,0.49271988517484416
30117,Union,2020-05-01,64.6,0.46130006641007143
30016,Sullivan,2020-05-01,16.5,0.11782432036789751
31205,McKean,2020-05-01,17.2,0.1228229278986568
40993,Mercer,2020-05-01,60.3,0.4305943344354073
30266,Wayne,2020-05-01,185.0,1.3210605617006692
46990,Jefferson,2020-05-01,13.8,0.09854397703496884
17643,Monroe,2020-05-01,685.4,4.894350859403452
31568,York,2020-05-01,150.3,1.0732724455330303
46639,Venango,2020-05-01,13.8,0.09854397703496884
36527,Clinton,2020-05-01,82.8,0.591263862209813
35517,Columbia,2020-05-01,463.3,3.3083640985725404
13265,Bedford,2020-05-01,50.1,0.35775748184434336
6539,Forest,2020-05-01,96.6,0.6898078392447818
36658,Philadelphia,2020-05-01,982.1,7.013046365655282
36680,Cumberland,2020-05-01,144.8,1.0339976720770645
37154,Luzerne,2020-05-01,692.1,4.94219467434072
46592,Butler,2020-05-01,92.6,0.661244367640443
37647,Lehigh,2020-05-01,782.8,5.589871392969101
38123,Crawford,2020-05-01,22.5,0.1606695277744057
48024,Lackawanna,2020-05-01,461.7,3.296938709930805
33425,Erie,2020-05-01,36.0,0.2570712444390491
47633,Adams,2020-05-01,136.9,0.9775848156584952
7762,Cameron,2020-05-01,22.5,0.1606695277744057
33021,Montour,2020-05-01,268.8,1.9194652918115669
48046,Dauphin,2020-05-01,221.3,1.5802740665100437
32873,Snyder,2020-05-01,89.2,0.6369654167767551
39163,Centre,2020-05-01,59.7,0.42630981369475646
39775,Lycoming,2020-05-01,73.3,0.5234256171495084
40355,Susquehanna,2020-05-01,195.9,1.3988960218224924
47858,Franklin,2020-05-01,212.2,1.515292168610173
13663,Juniata,2020-05-01,339.2,2.4221823920479295
13184,Wyoming,2020-05-01,97.0,0.6926641864052157
31747,Northampton,2020-05-01,713.8,5.0971515077942575
31714,Tioga,2020-05-01,39.4,0.2813501953027371
31687,Perry,2020-05-01,71.3,0.509143881347339
40454,Huntingdon,2020-05-01,106.3,0.7590742578853034
7863,Elk,2020-05-01,16.7,0.11925249394811446
28176,Chester,2020-05-01,280.0,1.9994430123037155
44036,Bradford,2020-05-01,58.0,0.4141703382629125
12333,Armstrong,2020-05-01,80.3,0.5734116924571012
44588,Pike,2020-05-01,725.7,5.182127835817165
44581,Westmoreland,2020-05-01,113.8,0.8126307671434386
44795,Washington,2020-05-01,55.6,0.3970322553003092
45387,Somerset,2020-05-01,39.5,0.28206428209284556
45402,Beaver,2020-05-01,262.9,1.8773341711951668
12158,Northumberland,2020-05-01,115.6,0.8254843293653911
12140,Fulton,2020-05-01,34.4,0.2456458557973136
12803,Potter,2020-05-01,24.2,0.1728090032062497
43065,Lancaster,2020-05-01,348.9,2.491448810688451
42946,Mifflin,2020-05-01,84.5,0.603403337641657
10108,Montgomery,2020-05-01,548.1,3.913909696584523
45134,Fayette,2020-05-01,64.2,0.4584437192496376
46156,Clearfield,2020-05-01,21.4,0.15281457308321253
44720,Blair,2020-05-01,18.9,0.13496240333050077
43741,Indiana,2020-05-01,72.6,0.518427009618749
44630,Lawrence,2020-05-01,76.0,0.542705960482437
44345,Clarion,2020-05-01,59.8,0.42702390048486494
43776,Allegheny,2020-05-01,109.2,0.779782774798449
44994,Carbon,2020-05-01,283.6,2.025150136747621
10553,Warren,2020-05-01,2.6,0.018566256542820216
44359,Lebanon,2020-05-01,498.6,3.5604367354808306
10719,Bucks,2020-05-01,507.1,3.6211341126400503
7151,Potter,2020-05-02,24.2,0.16944405545441818
16792,Columbia,2020-05-02,466.4,3.2656490687578774
44746,Mercer,2020-05-02,60.3,0.4222097745413808
8834,Warren,2020-05-02,2.6,0.01820473323063997
32768,Philadelphia,2020-05-02,1002.5,7.019325024506372
47805,Blair,2020-05-02,19.7,0.1379358633244644
32551,Fayette,2020-05-02,64.2,0.4495168743873408
48065,Centre,2020-05-02,63.4,0.44391541800868234
44249,Northampton,2020-05-02,723.9,5.0686178406385665
12481,Bedford,2020-05-02,50.1,0.35079120571348554
42904,Dauphin,2020-05-02,228.2,1.5978154320123235
32164,Somerset,2020-05-02,39.5,0.2765719086962611
32054,Lancaster,2020-05-02,354.9,2.484946085982356
45525,Jefferson,2020-05-02,13.8,0.0966251225318583
33440,Union,2020-05-02,64.6,0.4523176025766699
36647,Bradford,2020-05-02,58.0,0.4061055874527378
36175,Mifflin,2020-05-02,86.7,0.6070578350371097
35421,Chester,2020-05-02,285.5,1.999019745133735
47400,Franklin,2020-05-02,225.8,1.581011062876348
47466,Wayne,2020-05-02,192.8,1.3499509872566868
9186,Montgomery,2020-05-02,555.9,3.892312001120292
47367,Montour,2020-05-02,268.8,1.8820893432292398
43725,Huntingdon,2020-05-02,124.0,0.8682257386920601
34923,Lehigh,2020-05-02,789.6,5.528637445735892
39795,Bucks,2020-05-02,525.9,3.6822573869206
47352,Butler,2020-05-02,92.6,0.6483685758297159
40571,Erie,2020-05-02,36.3,0.2541660831816272
11171,Luzerne,2020-05-02,700.7,4.906175605657472
9249,Monroe,2020-05-02,689.5,4.827755216356254
34512,Berks,2020-05-02,685.2,4.797647388320964
34422,Beaver,2020-05-02,262.9,1.8407786024366335
44317,Snyder,2020-05-02,89.2,0.6245623862204174
45657,McKean,2020-05-02,17.2,0.12043131214115671
43085,Westmoreland,2020-05-02,115.2,0.8066097185268171
31652,York,2020-05-02,153.9,1.0775801708444197
13263,Armstrong,2020-05-02,80.3,0.5622461840078421
34068,Lawrence,2020-05-02,76.0,0.5321383559725529
36173,Pike,2020-05-02,741.8,5.19395042711105
42958,Indiana,2020-05-02,78.5,0.5496429071558606
41899,Washington,2020-05-02,56.1,0.39280212855342395
47176,Lebanon,2020-05-02,517.0,3.6199411847080247
45839,Sullivan,2020-05-02,16.5,0.11553003780983057
26523,Schuylkill,2020-05-02,278.0,1.946506091583812
41454,Lackawanna,2020-05-02,476.5,3.3363674555384404
29370,Clearfield,2020-05-02,27.8,0.1946506091583812
11987,Elk,2020-05-02,16.7,0.11693040190449519
42809,Allegheny,2020-05-02,110.0,0.7702002520655371
29511,Clarion,2020-05-02,59.8,0.41870886430471926
30394,Cambria,2020-05-02,23.8,0.16664332726508893
19456,Delaware,2020-05-02,728.4,5.100126032768521
29698,Adams,2020-05-02,141.7,0.9921579610698782
13035,Wyoming,2020-05-02,97.0,0.6791765859123373
37398,Tioga,2020-05-02,39.4,0.2758717266489288
46846,Clinton,2020-05-02,82.8,0.5797507351911497
45396,Perry,2020-05-02,73.5,0.5146338047892453
29953,Venango,2020-05-02,13.8,0.0966251225318583
13115,Juniata,2020-05-02,347.3,2.4317322503851004
45151,Susquehanna,2020-05-02,195.9,1.3716566307239884
9898,Fulton,2020-05-02,34.4,0.24086262428231342
8869,Northumberland,2020-05-02,116.7,0.8171124492368017
45319,Crawford,2020-05-02,22.5,0.15754096064976897
45226,Cumberland,2020-05-02,147.6,1.0334687018624844
44218,Greene,2020-05-02,69.0,0.4831256126592915
42759,Carbon,2020-05-02,285.1,1.996219016944406
9859,Cameron,2020-05-02,22.5,0.15754096064976897
8218,Forest,2020-05-02,96.6,0.6763758577230081
7345,Lycoming,2020-05-02,75.0,0.5251365354992299
17559,Philadelphia,2020-05-03,1017.9,7.016515936914083
45563,McKean,2020-05-03,17.2,0.11856181758023601
7723,Elk,2020-05-03,16.7,0.11511525311569427
47384,Franklin,2020-05-03,243.2,1.6764089555531045
43621,Huntingdon,2020-05-03,126.3,0.8706021837432447
8412,Montgomery,2020-05-03,567.8,3.913918605933605
13053,Tioga,2020-05-03,39.4,0.2715892798058895
44361,Centre,2020-05-03,65.3,0.45012131906915187
45398,Lackawanna,2020-05-03,486.0,3.350060659534576
48007,Washington,2020-05-03,56.6,0.39015109738612547
35685,Wayne,2020-05-03,194.7,1.3420922024925555
45118,Mifflin,2020-05-03,86.7,0.5976342781515385
29739,Mercer,2020-05-03,60.3,0.4156556744237344
15528,Bucks,2020-05-03,538.1,3.7091926767398253
7920,Fulton,2020-05-03,34.4,0.23712363516047202
46064,Cumberland,2020-05-03,148.8,1.0256975846476233
13044,Juniata,2020-05-03,347.3,2.393983677070696
6260,Forest,2020-05-03,96.6,0.6658762545494651
29685,Indiana,2020-05-03,79.7,0.5493823756479541
40609,Dauphin,2020-05-03,238.2,1.641943310907687
34623,Perry,2020-05-03,73.5,0.5066449762876365
12916,Armstrong,2020-05-03,80.3,0.5535182530054041
27504,Schuylkill,2020-05-03,279.4,1.9259402227859266
21610,Chester,2020-05-03,297.0,2.047259291937796
12557,Cameron,2020-05-03,22.5,0.1550954009043785
21605,Luzerne,2020-05-03,704.8,4.858277269218044
45784,Lebanon,2020-05-03,532.5,3.670591154736958
44357,Bradford,2020-05-03,58.0,0.3998014778868424
12814,Bedford,2020-05-03,50.1,0.34534575934708284
46094,Clearfield,2020-05-03,27.8,0.191628984228521
47520,Cambria,2020-05-03,23.8,0.16405646851218705
31494,Beaver,2020-05-03,276.9,1.9087074004632179
31075,Berks,2020-05-03,700.2,4.826568876144259
42927,Adams,2020-05-03,144.6,0.9967464431454726
46246,Jefferson,2020-05-03,13.8,0.09512517922135215
43973,Snyder,2020-05-03,89.2,0.6148671004742472
46441,Pike,2020-05-03,745.4,5.138138303738833
31065,Lehigh,2020-05-03,796.9,5.493134443586633
45965,Somerset,2020-05-03,40.8,0.28123966030660635
11884,Northumberland,2020-05-03,117.8,0.8120105878460351
41191,Lawrence,2020-05-03,76.0,0.5238777986103452
30469,Northampton,2020-05-03,732.8,5.051284879232381
32422,Sullivan,2020-05-03,16.5,0.11373662732987758
44410,Butler,2020-05-03,93.2,0.6424396161905812
12982,Lycoming,2020-05-03,75.9,0.5231884857174369
30507,Crawford,2020-05-03,22.5,0.1550954009043785
43505,Clinton,2020-05-03,85.4,0.58867321054373
37245,Montour,2020-05-03,268.8,1.8528730561376419
39138,Union,2020-05-03,64.6,0.4452961288187933
44772,Allegheny,2020-05-03,111.7,0.7699625013786258
13006,Wyoming,2020-05-03,100.8,0.6948273960516157
46583,Clarion,2020-05-03,59.8,0.41220910995919263
43617,Carbon,2020-05-03,288.2,1.9865997573618617
6487,Warren,2020-05-03,2.6,0.01792213521561707
31329,Susquehanna,2020-05-03,195.9,1.3503639572074555
31335,Erie,2020-05-03,36.3,0.2502205801257306
43286,Westmoreland,2020-05-03,115.8,0.7982243299878681
24107,Columbia,2020-05-03,472.6,3.257692731884857
11046,Delaware,2020-05-03,745.3,5.137448990845924
45530,Greene,2020-05-03,69.0,0.47562589610676076
42641,Venango,2020-05-03,13.8,0.09512517922135215
8427,Potter,2020-05-03,24.2,0.16681372008382045
48036,Blair,2020-05-03,20.5,0.14130914304621153
32983,York,2020-05-03,158.6,1.0932502481526414
40893,Lancaster,2020-05-03,365.0,2.5159920591154736
44004,Fayette,2020-05-03,64.2,0.44253887724716
26080,Monroe,2020-05-03,690.7,4.761084151317966
38476,Dauphin,2020-05-04,248.7,1.6860102502915095
42241,Wayne,2020-05-04,194.7,1.3199284106624725
36220,Bradford,2020-05-04,58.0,0.3931990129348916
18996,Bucks,2020-05-04,552.0,3.742169916207934
44328,Westmoreland,2020-05-04,116.1,0.7870759552024297
11690,Potter,2020-05-04,24.2,0.1640588985004203
12093,Elk,2020-05-04,16.7,0.11321419855194294
36394,Chester,2020-05-04,304.6,2.064972747240828
42167,Beaver,2020-05-04,282.4,1.9144724353933342
35996,Lancaster,2020-05-04,369.6,2.5056268134609647
43218,Mifflin,2020-05-04,93.2,0.6318301380264121
44168,Snyder,2020-05-04,89.2,0.6047129647205575
38838,Montour,2020-05-04,268.8,1.8222740461534288
38032,Tioga,2020-05-04,39.4,0.26710415706266777
36837,Northumberland,2020-05-04,124.4,0.843344089812078
36966,Carbon,2020-05-04,289.8,1.9646392060091655
6759,Cameron,2020-05-04,45.0,0.3050681996908642
41173,Erie,2020-05-04,37.4,0.25354557040974046
43326,York,2020-05-04,161.4,1.094177942891233
46015,Clearfield,2020-05-04,27.8,0.18846435447568943
42500,Huntingdon,2020-05-04,130.7,0.8860536377687988
41231,Butler,2020-05-04,93.7,0.6352197846896439
46071,Venango,2020-05-04,13.8,0.09355424790519835
30865,Philadelphia,2020-05-04,1036.4,7.026059603546927
26353,Luzerne,2020-05-04,712.6,4.830924424437996
9585,Warren,2020-05-04,2.6,0.017626162648805486
30466,Fayette,2020-05-04,65.0,0.4406540662201372
8119,Montgomery,2020-05-04,573.3,3.8865688640616094
41263,Berks,2020-05-04,713.0,4.833636141768582
30330,Susquehanna,2020-05-04,195.9,1.3280635626542288
30325,Lawrence,2020-05-04,78.4,0.5314965967947501
45410,Pike,2020-05-04,752.6,5.102096157496542
41276,Allegheny,2020-05-04,112.3,0.7613146405618678
41283,Bedford,2020-05-04,54.3,0.36811562762697614
13029,Armstrong,2020-05-04,81.9,0.5552241234373729
48315,McKean,2020-05-04,17.2,0.11660384521517476
41431,Lebanon,2020-05-04,539.5,3.6574287496271385
1090,Wyoming,2020-05-04,100.8,0.6833527673075358
45193,Cambria,2020-05-04,23.8,0.16134718116983485
43368,Clinton,2020-05-04,85.4,0.5789516500799956
46044,Union,2020-05-04,64.6,0.43794234888955164
28412,Delaware,2020-05-04,756.6,5.129213330802397
41574,Lackawanna,2020-05-04,496.0,3.36252948992597
48055,Indiana,2020-05-04,85.6,0.5803075087452884
32467,Juniata,2020-05-04,347.3,2.3544485722808255
38586,Perry,2020-05-04,73.5,0.4982780594950782
46616,Adams,2020-05-04,144.6,0.9802858150066437
34776,Northampton,2020-05-04,745.2,5.051929386880711
45613,Fulton,2020-05-04,41.3,0.2799848143829487
17148,Columbia,2020-05-04,475.6,3.2242319060661115
34995,Schuylkill,2020-05-04,284.4,1.9280310220462615
41054,Franklin,2020-05-04,254.1,1.7226184342544133
46613,Somerset,2020-05-04,40.8,0.2765951677197169
45899,Lehigh,2020-05-04,806.1,5.464788350462348
40440,Greene,2020-05-04,69.0,0.46777123952599176
